date,cosp,comp,tot1,tot2,p_cosp,p_comp
"2018-03-07","0","1","1067","1067","0","0.0009372071227741331"
"2018-03-08","0","0","1114","1114","0","0"
"2018-03-09","0","1","1002","1002","0","0.000998003992015968"
"2018-03-10","0","0","636","636","0","0"
"2018-03-11","0","0","642","642","0","0"
"2018-03-12","0","3","1053","1053","0","0.002849002849002849"
"2018-03-13","0","0","1053","1053","0","0"
"2018-03-14","0","3","1043","1043","0","0.0028763183125599234"
"2018-03-15","0","1","1028","1028","0","0.0009727626459143969"
"2018-03-16","0","1","1059","1059","0","0.0009442870632672333"
"2018-03-17","0","0","720","720","0","0"
"2018-03-18","0","3","640","640","0","0.0046875"
"2018-03-19","1","1","961","961","0.001040582726326743","0.001040582726326743"
"2018-03-20","0","0","1010","1010","0","0"
"2018-03-21","1","2","1014","1014","0.0009861932938856016","0.0019723865877712033"
"2018-03-22","0","0","945","945","0","0"
"2018-03-23","0","1","956","956","0","0.0010460251046025104"
"2018-03-24","0","0","640","640","0","0"
"2018-03-25","0","0","492","492","0","0"
"2018-03-26","0","0","936","936","0","0"
"2018-03-27","1","1","954","954","0.0010482180293501049","0.0010482180293501049"
"2018-03-28","0","0","924","924","0","0"
"2018-03-29","0","0","883","883","0","0"
"2018-03-30","0","1","925","925","0","0.001081081081081081"
"2018-03-31","0","0","652","652","0","0"
"2018-04-01","0","0","390","390","0","0"
"2018-04-02","0","0","522","522","0","0"
"2018-04-03","0","0","996","996","0","0"
"2018-04-04","0","0","1050","1050","0","0"
"2018-04-05","0","1","1074","1074","0","0.000931098696461825"
"2018-04-06","0","0","953","953","0","0"
"2018-04-07","0","1","647","647","0","0.0015455950540958269"
"2018-04-08","0","2","676","676","0","0.0029585798816568047"
"2018-04-09","1","1","944","944","0.001059322033898305","0.001059322033898305"
"2018-04-10","0","0","982","982","0","0"
"2018-04-11","0","1","962","962","0","0.0010395010395010396"
"2018-04-12","0","0","969","969","0","0"
"2018-04-13","0","2","975","975","0","0.0020512820512820513"
"2018-04-14","0","1","658","658","0","0.001519756838905775"
"2018-04-15","0","0","603","603","0","0"
"2018-04-16","0","0","983","983","0","0"
"2018-04-17","0","1","1000","1000","0","0.001"
"2018-04-18","0","0","955","955","0","0"
"2018-04-19","0","1","1010","1010","0","0.0009900990099009901"
"2018-04-20","0","0","892","892","0","0"
"2018-04-21","0","1","593","593","0","0.0016863406408094434"
"2018-04-22","0","0","606","606","0","0"
"2018-04-23","0","0","933","933","0","0"
"2018-04-24","0","2","926","926","0","0.0021598272138228943"
"2018-04-25","0","0","677","677","0","0"
"2018-04-26","0","0","974","974","0","0"
"2018-04-27","0","1","929","929","0","0.001076426264800861"
"2018-04-28","0","0","637","637","0","0"
"2018-04-29","0","1","560","560","0","0.0017857142857142857"
"2018-04-30","0","1","835","835","0","0.0011976047904191617"
"2018-05-01","0","2","439","439","0","0.004555808656036446"
"2018-05-02","0","0","924","924","0","0"
"2018-05-03","0","0","1014","1014","0","0"
"2018-05-04","0","2","893","893","0","0.0022396416573348264"
"2018-05-05","0","0","695","695","0","0"
"2018-05-06","0","0","595","595","0","0"
"2018-05-07","0","2","963","963","0","0.0020768431983385254"
"2018-05-08","0","1","1010","1010","0","0.0009900990099009901"
"2018-05-09","0","0","1008","1008","0","0"
"2018-05-10","0","0","890","890","0","0"
"2018-05-11","0","0","929","929","0","0"
"2018-05-12","1","0","705","705","0.0014184397163120568","0"
"2018-05-13","0","1","617","617","0","0.0016207455429497568"
"2018-05-14","0","1","869","869","0","0.0011507479861910242"
"2018-05-15","0","0","1020","1020","0","0"
"2018-05-16","0","1","1011","1011","0","0.0009891196834817012"
"2018-05-17","0","2","1040","1040","0","0.0019230769230769232"
"2018-05-18","0","0","945","945","0","0"
"2018-05-19","0","0","647","647","0","0"
"2018-05-20","0","1","554","554","0","0.0018050541516245488"
"2018-05-21","0","3","937","937","0","0.0032017075773745998"
"2018-05-22","0","0","1044","1044","0","0"
"2018-05-23","0","2","981","981","0","0.0020387359836901123"
"2018-05-24","0","0","1025","1025","0","0"
"2018-05-25","0","0","906","906","0","0"
"2018-05-26","0","1","678","678","0","0.0014749262536873156"
"2018-05-27","0","0","596","596","0","0"
"2018-05-28","0","1","912","912","0","0.0010964912280701754"
"2018-05-29","0","1","924","924","0","0.0010822510822510823"
"2018-05-30","0","1","966","966","0","0.0010351966873706005"
"2018-05-31","0","1","969","969","0","0.0010319917440660474"
"2018-06-01","0","0","912","912","0","0"
"2018-06-02","0","1","563","563","0","0.0017761989342806395"
"2018-06-03","0","0","557","557","0","0"
"2018-06-04","0","3","979","979","0","0.0030643513789581204"
"2018-06-05","0","0","1000","1000","0","0"
"2018-06-06","0","0","999","999","0","0"
"2018-06-07","1","1","889","889","0.0011248593925759281","0.0011248593925759281"
"2018-06-08","0","0","936","936","0","0"
"2018-06-09","0","2","642","642","0","0.003115264797507788"
"2018-06-10","0","0","613","613","0","0"
"2018-06-11","0","0","1010","1010","0","0"
"2018-06-12","0","1","1125","1125","0","0.0008888888888888889"
"2018-06-13","1","1","1013","1013","0.0009871668311944718","0.0009871668311944718"
"2018-06-14","0","0","1008","1008","0","0"
"2018-06-15","0","1","1009","1009","0","0.0009910802775024777"
"2018-06-16","1","1","647","647","0.0015455950540958269","0.0015455950540958269"
"2018-06-17","0","1","589","589","0","0.001697792869269949"
"2018-06-18","0","0","953","953","0","0"
"2018-06-19","0","1","1002","1002","0","0.000998003992015968"
"2018-06-20","0","0","1024","1024","0","0"
"2018-06-21","0","0","1084","1084","0","0"
"2018-06-22","0","1","917","917","0","0.0010905125408942203"
"2018-06-23","0","0","628","628","0","0"
"2018-06-24","0","1","539","539","0","0.0018552875695732839"
"2018-06-25","0","2","930","930","0","0.002150537634408602"
"2018-06-26","0","0","1008","1008","0","0"
"2018-06-27","0","0","1042","1042","0","0"
"2018-06-28","0","2","1031","1031","0","0.0019398642095053346"
"2018-06-29","0","0","862","862","0","0"
"2018-06-30","0","0","644","644","0","0"
"2018-07-01","0","0","619","619","0","0"
"2018-07-02","0","0","1065","1065","0","0"
"2018-07-03","0","1","1062","1062","0","0.0009416195856873823"
"2018-07-04","0","1","1068","1068","0","0.0009363295880149813"
"2018-07-05","0","2","1050","1050","0","0.0019047619047619048"
"2018-07-06","1","0","1050","1050","0.0009523809523809524","0"
"2018-07-07","0","0","577","577","0","0"
"2018-07-08","0","0","571","571","0","0"
"2018-07-09","0","1","891","891","0","0.001122334455667789"
"2018-07-10","0","1","971","971","0","0.0010298661174047373"
"2018-07-11","0","0","960","960","0","0"
"2018-07-12","0","0","945","945","0","0"
"2018-07-13","0","2","882","882","0","0.0022675736961451248"
"2018-07-14","2","2","601","601","0.0033277870216306157","0.0033277870216306157"
"2018-07-15","0","2","590","590","0","0.003389830508474576"
"2018-07-16","0","4","906","906","0","0.004415011037527594"
"2018-07-17","0","6","942","942","0","0.006369426751592357"
"2018-07-18","0","0","974","974","0","0"
"2018-07-19","1","1","980","980","0.0010204081632653062","0.0010204081632653062"
"2018-07-20","0","0","985","985","0","0"
"2018-07-21","0","0","650","650","0","0"
"2018-07-22","0","0","577","577","0","0"
"2018-07-23","2","4","902","902","0.0022172949002217295","0.004434589800443459"
"2018-07-24","0","3","979","979","0","0.0030643513789581204"
"2018-07-25","0","0","1040","1040","0","0"
"2018-07-26","0","0","996","996","0","0"
"2018-07-27","0","3","886","886","0","0.003386004514672686"
"2018-07-28","0","0","564","564","0","0"
"2018-07-29","2","3","593","593","0.003372681281618887","0.00505902192242833"
"2018-07-30","0","1","877","877","0","0.0011402508551881414"
"2018-07-31","0","3","891","891","0","0.003367003367003367"
"2018-08-01","0","1","955","955","0","0.0010471204188481676"
"2018-08-02","0","0","856","856","0","0"
"2018-08-03","0","3","847","847","0","0.0035419126328217238"
"2018-08-04","0","1","513","513","0","0.001949317738791423"
"2018-08-05","0","0","559","559","0","0"
"2018-08-06","0","2","807","807","0","0.0024783147459727386"
"2018-08-07","1","3","841","841","0.0011890606420927466","0.0035671819262782403"
"2018-08-08","0","2","836","836","0","0.0023923444976076554"
"2018-08-09","0","2","804","804","0","0.0024875621890547263"
"2018-08-10","1","2","806","806","0.0012406947890818859","0.0024813895781637717"
"2018-08-11","0","0","631","631","0","0"
"2018-08-12","0","2","547","547","0","0.003656307129798903"
"2018-08-13","0","0","721","721","0","0"
"2018-08-14","0","0","711","711","0","0"
"2018-08-15","0","0","493","493","0","0"
"2018-08-16","0","0","662","662","0","0"
"2018-08-17","0","0","680","680","0","0"
"2018-08-18","0","0","566","566","0","0"
"2018-08-19","0","0","526","526","0","0"
"2018-08-20","0","0","780","780","0","0"
"2018-08-21","0","0","776","776","0","0"
"2018-08-22","0","1","720","720","0","0.001388888888888889"
"2018-08-23","0","1","786","786","0","0.001272264631043257"
"2018-08-24","0","0","757","757","0","0"
"2018-08-25","0","2","716","716","0","0.002793296089385475"
"2018-08-26","0","0","596","596","0","0"
"2018-08-27","0","1","828","828","0","0.0012077294685990338"
"2018-08-28","0","0","816","816","0","0"
"2018-08-29","0","1","845","845","0","0.001183431952662722"
"2018-08-30","0","2","873","873","0","0.002290950744558992"
"2018-08-31","0","0","766","766","0","0"
"2018-09-01","0","1","570","570","0","0.0017543859649122807"
"2018-09-02","0","0","499","499","0","0"
"2018-09-03","1","1","827","827","0.0012091898428053204","0.0012091898428053204"
"2018-09-04","0","0","890","890","0","0"
"2018-09-05","0","0","794","794","0","0"
"2018-09-06","3","0","791","791","0.0037926675094816687","0"
"2018-09-07","1","0","883","883","0.0011325028312570782","0"
"2018-09-08","0","0","699","699","0","0"
"2018-09-09","0","1","550","550","0","0.0018181818181818182"
"2018-09-10","0","1","937","937","0","0.0010672358591248667"
"2018-09-11","0","0","1052","1052","0","0"
"2018-09-12","0","0","976","976","0","0"
"2018-09-13","0","0","954","954","0","0"
"2018-09-14","0","2","903","903","0","0.0022148394241417496"
"2018-09-15","0","0","702","702","0","0"
"2018-09-16","1","0","628","628","0.0015923566878980893","0"
"2018-09-17","0","1","1014","1014","0","0.0009861932938856016"
"2018-09-18","0","0","1056","1056","0","0"
"2018-09-19","0","0","1041","1041","0","0"
"2018-09-20","0","1","1008","1008","0","0.000992063492063492"
"2018-09-21","0","1","948","948","0","0.0010548523206751054"
"2018-09-22","0","0","662","662","0","0"
"2018-09-23","0","0","650","650","0","0"
"2018-09-24","0","2","980","980","0","0.0020408163265306124"
"2018-09-25","0","0","1073","1073","0","0"
"2018-09-26","0","0","1011","1011","0","0"
"2018-09-27","0","2","1058","1058","0","0.001890359168241966"
"2018-09-28","0","2","890","890","0","0.0022471910112359553"
"2018-09-29","1","4","683","683","0.0014641288433382138","0.005856515373352855"
"2018-09-30","0","0","558","558","0","0"
"2018-10-01","0","1","946","946","0","0.0010570824524312897"
"2018-10-02","0","0","1002","1002","0","0"
"2018-10-03","0","0","1092","1092","0","0"
"2018-10-04","0","0","921","921","0","0"
"2018-10-05","0","1","1008","1008","0","0.000992063492063492"
"2018-10-06","0","0","709","709","0","0"
"2018-10-07","0","2","644","644","0","0.003105590062111801"
"2018-10-08","0","1","862","862","0","0.001160092807424594"
"2018-10-09","0","0","933","933","0","0"
"2018-10-10","0","0","1060","1060","0","0"
"2018-10-11","0","0","942","942","0","0"
"2018-10-12","0","1","876","876","0","0.001141552511415525"
"2018-10-13","0","0","626","626","0","0"
"2018-10-14","1","0","556","556","0.0017985611510791368","0"
"2018-10-15","0","0","973","973","0","0"
"2018-10-16","0","1","1040","1040","0","0.0009615384615384616"
"2018-10-17","0","1","976","976","0","0.0010245901639344263"
"2018-10-18","0","2","993","993","0","0.002014098690835851"
"2018-10-19","0","3","1003","1003","0","0.0029910269192422734"
"2018-10-20","0","0","719","719","0","0"
"2018-10-21","0","0","665","665","0","0"
"2018-10-22","0","1","939","939","0","0.0010649627263045794"
"2018-10-23","0","1","980","980","0","0.0010204081632653062"
"2018-10-24","0","1","1155","1155","0","0.0008658008658008658"
"2018-10-25","0","0","925","925","0","0"
"2018-10-26","1","0","970","970","0.0010309278350515464","0"
"2018-10-27","0","0","643","643","0","0"
"2018-10-28","0","0","605","605","0","0"
"2018-10-29","0","2","985","985","0","0.0020304568527918783"
"2018-10-30","1","1","1037","1037","0.0009643201542912247","0.0009643201542912247"
"2018-10-31","0","1","980","980","0","0.0010204081632653062"
"2018-11-01","0","0","631","631","0","0"
"2018-11-02","0","1","960","960","0","0.0010416666666666667"
"2018-11-03","0","1","665","665","0","0.0015037593984962407"
"2018-11-04","0","0","585","585","0","0"
"2018-11-05","0","2","964","964","0","0.002074688796680498"
"2018-11-06","1","2","1118","1118","0.0008944543828264759","0.0017889087656529517"
"2018-11-07","0","2","1050","1050","0","0.0019047619047619048"
"2018-11-08","0","1","964","964","0","0.001037344398340249"
"2018-11-09","0","0","909","909","0","0"
"2018-11-10","1","0","682","682","0.001466275659824047","0"
"2018-11-11","0","0","593","593","0","0"
"2018-11-12","0","2","974","974","0","0.002053388090349076"
"2018-11-13","0","1","1027","1027","0","0.0009737098344693282"
"2018-11-14","0","0","969","969","0","0"
"2018-11-15","0","5","974","974","0","0.00513347022587269"
"2018-11-16","0","3","881","881","0","0.00340522133938706"
"2018-11-17","0","0","650","650","0","0"
"2018-11-18","0","0","598","598","0","0"
"2018-11-19","0","0","990","990","0","0"
"2018-11-20","0","0","999","999","0","0"
"2018-11-21","0","3","936","936","0","0.003205128205128205"
"2018-11-22","2","2","1051","1051","0.0019029495718363464","0.0019029495718363464"
"2018-11-23","0","1","700","700","0","0.0014285714285714286"
"2018-11-24","1","1","673","673","0.0014858841010401188","0.0014858841010401188"
"2018-11-25","0","0","557","557","0","0"
"2018-11-26","0","1","938","938","0","0.0010660980810234541"
"2018-11-27","0","0","967","967","0","0"
"2018-11-28","0","1","1015","1015","0","0.0009852216748768472"
"2018-11-29","3","1","943","943","0.003181336161187699","0.0010604453870625664"
"2018-11-30","0","2","895","895","0","0.0022346368715083797"
"2018-12-01","0","1","666","666","0","0.0015015015015015015"
"2018-12-02","0","1","632","632","0","0.0015822784810126582"
"2018-12-03","0","1","912","912","0","0.0010964912280701754"
"2018-12-04","0","1","939","939","0","0.0010649627263045794"
"2018-12-05","0","1","914","914","0","0.0010940919037199124"
"2018-12-06","1","1","972","972","0.00102880658436214","0.00102880658436214"
"2018-12-07","1","2","921","921","0.0010857763300760044","0.002171552660152009"
"2018-12-08","0","0","588","588","0","0"
"2018-12-09","0","1","630","630","0","0.0015873015873015873"
"2018-12-10","0","3","983","983","0","0.003051881993896236"
"2018-12-11","0","1","1070","1070","0","0.0009345794392523365"
"2018-12-12","0","4","1048","1048","0","0.003816793893129771"
"2018-12-13","0","1","1064","1064","0","0.0009398496240601503"
"2018-12-14","0","1","878","878","0","0.0011389521640091116"
"2018-12-15","0","1","730","730","0","0.0013698630136986301"
"2018-12-16","0","0","572","572","0","0"
"2018-12-17","2","2","919","919","0.002176278563656148","0.002176278563656148"
"2018-12-18","0","0","963","963","0","0"
"2018-12-19","0","3","1009","1009","0","0.002973240832507433"
"2018-12-20","0","0","921","921","0","0"
"2018-12-21","0","0","525","525","0","0"
"2018-12-22","0","2","613","613","0","0.0032626427406199023"
"2018-12-23","0","0","499","499","0","0"
"2018-12-24","0","0","483","483","0","0"
"2018-12-25","1","2","215","215","0.004651162790697674","0.009302325581395349"
"2018-12-26","0","0","405","405","0","0"
"2018-12-27","2","0","714","714","0.0028011204481792717","0"
"2018-12-28","0","1","762","762","0","0.0013123359580052493"
"2018-12-29","1","2","620","620","0.0016129032258064516","0.0032258064516129032"
"2018-12-30","0","1","491","491","0","0.002036659877800407"
"2018-12-31","0","1","525","525","0","0.0019047619047619048"
"2019-01-01","0","0","466","466","0","0"
"2019-01-02","0","0","703","703","0","0"
"2019-01-03","0","0","801","801","0","0"
"2019-01-04","0","1","764","764","0","0.0013089005235602095"
"2019-01-05","0","0","597","597","0","0"
"2019-01-06","0","1","543","543","0","0.001841620626151013"
"2019-01-07","0","0","972","972","0","0"
"2019-01-08","0","0","1030","1030","0","0"
"2019-01-09","0","1","1047","1047","0","0.0009551098376313276"
"2019-01-10","1","1","1049","1049","0.0009532888465204957","0.0009532888465204957"
"2019-01-11","1","2","996","996","0.001004016064257028","0.002008032128514056"
"2019-01-12","0","0","664","664","0","0"
"2019-01-13","0","0","608","608","0","0"
"2019-01-14","0","2","1013","1013","0","0.0019743336623889436"
"2019-01-15","0","1","1064","1064","0","0.0009398496240601503"
"2019-01-16","0","1","1018","1018","0","0.0009823182711198428"
"2019-01-17","0","0","949","949","0","0"
"2019-01-18","0","3","1045","1045","0","0.0028708133971291866"
"2019-01-19","0","0","713","713","0","0"
"2019-01-20","0","0","629","629","0","0"
"2019-01-21","0","5","978","978","0","0.005112474437627812"
"2019-01-22","0","3","1048","1048","0","0.0028625954198473282"
"2019-01-23","2","2","989","989","0.0020222446916076846","0.0020222446916076846"
"2019-01-24","3","1","905","905","0.0033149171270718232","0.0011049723756906078"
"2019-01-25","2","2","957","957","0.0020898641588296763","0.0020898641588296763"
"2019-01-26","0","2","732","732","0","0.00273224043715847"
"2019-01-27","0","1","667","667","0","0.0014992503748125937"
"2019-01-28","0","1","1030","1030","0","0.000970873786407767"
"2019-01-29","1","1","1098","1098","0.0009107468123861566","0.0009107468123861566"
"2019-01-30","0","0","1078","1078","0","0"
"2019-01-31","0","1","1077","1077","0","0.0009285051067780873"
"2019-02-01","0","2","985","985","0","0.0020304568527918783"
"2019-02-02","0","0","726","726","0","0"
"2019-02-03","1","1","611","611","0.0016366612111292963","0.0016366612111292963"
"2019-02-04","0","0","861","861","0","0"
"2019-02-05","0","1","1066","1066","0","0.0009380863039399625"
"2019-02-06","0","0","1086","1086","0","0"
"2019-02-07","0","1","1132","1132","0","0.0008833922261484099"
"2019-02-08","0","2","1050","1050","0","0.0019047619047619048"
"2019-02-09","0","1","754","754","0","0.001326259946949602"
"2019-02-10","0","2","639","639","0","0.003129890453834116"
"2019-02-11","0","2","993","993","0","0.002014098690835851"
"2019-02-12","0","0","1073","1073","0","0"
"2019-02-13","0","1","1075","1075","0","0.0009302325581395349"
"2019-02-14","0","2","1068","1068","0","0.0018726591760299626"
"2019-02-15","1","1","935","935","0.0010695187165775401","0.0010695187165775401"
"2019-02-16","0","1","713","713","0","0.001402524544179523"
"2019-02-17","0","0","649","649","0","0"
"2019-02-18","0","1","1028","1028","0","0.0009727626459143969"
"2019-02-19","0","3","927","927","0","0.003236245954692557"
"2019-02-20","0","2","943","943","0","0.0021208907741251328"
"2019-02-21","0","1","965","965","0","0.0010362694300518134"
"2019-02-22","1","1","916","916","0.001091703056768559","0.001091703056768559"
"2019-02-23","1","1","668","668","0.0014970059880239522","0.0014970059880239522"
"2019-02-24","0","0","694","694","0","0"
"2019-02-25","0","0","1036","1036","0","0"
"2019-02-26","0","0","1164","1164","0","0"
"2019-02-27","0","0","1249","1249","0","0"
"2019-02-28","1","2","1082","1082","0.0009242144177449168","0.0018484288354898336"
"2019-03-01","0","0","1067","1067","0","0"
"2019-03-02","0","1","746","746","0","0.0013404825737265416"
"2019-03-03","0","3","686","686","0","0.004373177842565598"
"2019-03-04","0","0","1006","1006","0","0"
"2019-03-05","0","0","1187","1187","0","0"
"2019-03-06","0","2","1326","1326","0","0.0015082956259426848"
"2019-03-07","0","1","1124","1124","0","0.0008896797153024911"
"2019-03-08","0","0","1069","1069","0","0"
"2019-03-09","0","0","837","837","0","0"
"2019-03-10","0","0","732","732","0","0"
"2019-03-11","0","3","1039","1039","0","0.0028873917228103944"
"2019-03-12","1","3","1133","1133","0.00088261253309797","0.00264783759929391"
"2019-03-13","0","0","1085","1085","0","0"
"2019-03-14","0","1","1081","1081","0","0.0009250693802035153"
"2019-03-15","0","1","1129","1129","0","0.0008857395925597874"
"2019-03-16","4","1","895","895","0.004469273743016759","0.0011173184357541898"
"2019-03-17","0","0","816","816","0","0"
"2019-03-18","0","0","905","905","0","0"
"2019-03-19","0","0","1082","1082","0","0"
"2019-03-20","1","2","1037","1037","0.0009643201542912247","0.0019286403085824494"
"2019-03-21","0","1","1089","1089","0","0.0009182736455463728"
"2019-03-22","0","0","1015","1015","0","0"
"2019-03-23","0","0","738","738","0","0"
"2019-03-24","0","3","707","707","0","0.004243281471004243"
"2019-03-25","0","0","1081","1081","0","0"
"2019-03-26","0","1","1068","1068","0","0.0009363295880149813"
"2019-03-27","0","1","1133","1133","0","0.00088261253309797"
"2019-03-28","0","3","994","994","0","0.0030181086519114686"
"2019-03-29","0","0","1062","1062","0","0"
"2019-03-30","0","0","836","836","0","0"
"2019-03-31","0","0","735","735","0","0"
"2019-04-01","0","1","826","826","0","0.0012106537530266344"
"2019-04-02","1","0","853","853","0.0011723329425556857","0"
"2019-04-03","0","1","1090","1090","0","0.0009174311926605505"
"2019-04-04","0","1","1052","1052","0","0.0009505703422053232"
"2019-04-05","0","2","1044","1044","0","0.0019157088122605363"
"2019-04-06","0","1","787","787","0","0.0012706480304955528"
"2019-04-07","0","2","661","661","0","0.0030257186081694403"
"2019-04-08","0","0","1010","1010","0","0"
"2019-04-09","0","3","1164","1164","0","0.002577319587628866"
"2019-04-10","0","1","1155","1155","0","0.0008658008658008658"
"2019-04-11","0","3","1189","1189","0","0.002523128679562658"
"2019-04-12","0","0","1089","1089","0","0"
"2019-04-13","0","1","827","827","0","0.0012091898428053204"
"2019-04-14","0","1","766","766","0","0.0013054830287206266"
"2019-04-15","1","0","1151","1151","0.0008688097306689834","0"
"2019-04-16","0","4","1163","1163","0","0.0034393809114359416"
"2019-04-17","0","1","1226","1226","0","0.0008156606851549756"
"2019-04-18","0","3","1077","1077","0","0.002785515320334262"
"2019-04-19","0","0","976","976","0","0"
"2019-04-20","0","0","716","716","0","0"
"2019-04-21","0","0","459","459","0","0"
"2019-04-22","0","1","625","625","0","0.0016"
"2019-04-23","0","3","1044","1044","0","0.0028735632183908046"
"2019-04-24","1","1","1125","1125","0.0008888888888888889","0.0008888888888888889"
"2019-04-25","0","0","737","737","0","0"
"2019-04-26","1","0","1010","1010","0.0009900990099009901","0"
"2019-04-27","0","0","745","745","0","0"
"2019-04-28","0","3","753","753","0","0.00398406374501992"
"2019-04-29","0","2","1053","1053","0","0.001899335232668566"
"2019-04-30","1","0","1044","1044","0.0009578544061302681","0"
"2019-05-01","0","0","578","578","0","0"
"2019-05-02","1","1","979","979","0.0010214504596527069","0.0010214504596527069"
"2019-05-03","2","1","1118","1118","0.0017889087656529517","0.0008944543828264759"
"2019-05-04","0","2","728","728","0","0.0027472527472527475"
"2019-05-05","0","2","677","677","0","0.0029542097488921715"
"2019-05-06","0","0","1121","1121","0","0"
"2019-05-07","0","1","1124","1124","0","0.0008896797153024911"
"2019-05-08","0","0","1138","1138","0","0"
"2019-05-09","0","0","1191","1191","0","0"
"2019-05-10","1","0","1077","1077","0.0009285051067780873","0"
"2019-05-11","0","0","689","689","0","0"
"2019-05-12","0","1","744","744","0","0.0013440860215053765"
"2019-05-13","0","1","1093","1093","0","0.0009149130832570906"
"2019-05-14","0","4","1108","1108","0","0.0036101083032490976"
"2019-05-15","0","1","1379","1379","0","0.0007251631617113851"
"2019-05-16","0","1","1458","1458","0","0.0006858710562414266"
"2019-05-17","0","2","1336","1336","0","0.0014970059880239522"
"2019-05-18","0","0","994","994","0","0"
"2019-05-19","0","1","917","917","0","0.0010905125408942203"
"2019-05-20","0","1","1446","1446","0","0.0006915629322268327"
"2019-05-21","0","1","1414","1414","0","0.0007072135785007072"
"2019-05-22","0","2","1479","1479","0","0.001352265043948614"
"2019-05-23","0","1","1469","1469","0","0.0006807351940095302"
"2019-05-24","0","0","1429","1429","0","0"
"2019-05-25","0","0","1028","1028","0","0"
"2019-05-26","0","0","1197","1197","0","0"
"2019-05-27","0","0","1491","1491","0","0"
"2019-05-28","0","3","1454","1454","0","0.0020632737276478678"
"2019-05-29","0","1","1484","1484","0","0.0006738544474393531"
"2019-05-30","0","0","1501","1501","0","0"
"2019-05-31","0","0","1453","1453","0","0"
"2019-06-01","0","1","949","949","0","0.001053740779768177"
"2019-06-02","0","1","757","757","0","0.001321003963011889"
"2019-06-03","0","0","1386","1386","0","0"
"2019-06-04","1","1","1380","1380","0.0007246376811594203","0.0007246376811594203"
"2019-06-05","1","2","1465","1465","0.0006825938566552901","0.0013651877133105802"
"2019-06-06","0","0","1414","1414","0","0"
"2019-06-07","0","1","1414","1414","0","0.0007072135785007072"
"2019-06-08","0","2","892","892","0","0.002242152466367713"
"2019-06-09","0","0","810","810","0","0"
"2019-06-10","0","1","1363","1363","0","0.0007336757153338225"
"2019-06-11","0","2","1470","1470","0","0.0013605442176870747"
"2019-06-12","0","6","1459","1459","0","0.00411240575736806"
"2019-06-13","0","0","1343","1343","0","0"
"2019-06-14","0","0","1336","1336","0","0"
"2019-06-15","0","0","832","832","0","0"
"2019-06-16","0","0","852","852","0","0"
"2019-06-17","1","0","1414","1414","0.0007072135785007072","0"
"2019-06-18","0","1","1365","1365","0","0.0007326007326007326"
"2019-06-19","1","1","1544","1544","0.0006476683937823834","0.0006476683937823834"
"2019-06-20","0","2","1356","1356","0","0.0014749262536873156"
"2019-06-21","0","1","1270","1270","0","0.0007874015748031496"
"2019-06-22","0","0","880","880","0","0"
"2019-06-23","0","0","810","810","0","0"
"2019-06-24","1","1","1285","1285","0.0007782101167315176","0.0007782101167315176"
"2019-06-25","0","1","1330","1330","0","0.0007518796992481203"
"2019-06-26","0","0","1325","1325","0","0"
"2019-06-27","0","0","1375","1375","0","0"
"2019-06-28","0","0","1293","1293","0","0"
"2019-06-29","1","1","911","911","0.0010976948408342481","0.0010976948408342481"
"2019-06-30","0","0","832","832","0","0"
"2019-07-01","0","1","1339","1339","0","0.0007468259895444362"
"2019-07-02","1","3","1433","1433","0.0006978367062107466","0.00209351011863224"
"2019-07-03","0","2","1379","1379","0","0.0014503263234227702"
"2019-07-04","0","1","1314","1314","0","0.00076103500761035"
"2019-07-05","0","1","1201","1201","0","0.0008326394671107411"
"2019-07-06","0","0","869","869","0","0"
"2019-07-07","0","0","696","696","0","0"
